ID,JOB_ID,PLATFORM,DEPARTURE_DATE,DEPARTURE_AIRPORT,DESTINATION_AIRPORT,MARKETING_AIRLINE,FLIGHT_CODE,CABIN_CLASS,DEPARTURE_TIME,ARRIVAL_TIME,TRANSIT,ROUTES,FLIGHT_DURATION,RATES
8182,191,BOOKING.COM,2023-08-19,CGK,YIA,GA,GA212,ECONOMY,14:45:00,16:05:00,0,NONE,1H 20M,1194590.0
8183,191,BOOKING.COM,2023-08-19,CGK,YIA,GA,GA208,ECONOMY,11:30:00,12:50:00,0,NONE,1H 20M,1194590.0
8184,191,BOOKING.COM,2023-08-19,CGK,YIA,GA,GA206,ECONOMY,18:55:00,20:15:00,0,NONE,1H 20M,1194590.0
8185,191,BOOKING.COM,2023-08-19,CGK,YIA,GA,GA204,ECONOMY,07:55:00,09:15:00,0,NONE,1H 20M,1194590.0
8186,191,BOOKING.COM,2023-08-19,CGK,YIA,JT,JT568,ECONOMY,13:45:00,14:55:00,0,NONE,1H 10M,934234.0
8187,191,BOOKING.COM,2023-08-19,CGK,YIA,8B,8B5534,ECONOMY,12:10:00,13:20:00,0,NONE,1H 10M,781081.0
8188,191,BOOKING.COM,2023-08-19,CGK,YIA,X1,X16184,ECONOMY,13:45:00,14:55:00,0,NONE,1H 10M,1684680.0
8189,191,BOOKING.COM,2023-08-19,CGK,YIA,X1,X16182,ECONOMY,19:00:00,20:10:00,0,NONE,1H 10M,1684680.0
8190,191,BOOKING.COM,2023-08-19,CGK,YIA,ID,ID6360,BUSINESS,13:20:00,14:30:00,0,NONE,1H 10M,1883780.0
8191,191,BOOKING.COM,2023-08-19,CGK,YIA,GA,GA208,BUSINESS,11:30:00,12:50:00,0,NONE,1H 20M,4686490.0
8192,191,BOOKING.COM,2023-08-19,CGK,YIA,ID,ID6372,BUSINESS,15:30:00,16:45:00,0,NONE,1H 15M,1883780.0
8193,191,BOOKING.COM,2023-08-19,CGK,YIA,ID,ID6374,BUSINESS,17:00:00,18:10:00,0,NONE,1H 10M,1883780.0
8194,191,BOOKING.COM,2023-08-19,CGK,YIA,ID,ID6378,BUSINESS,09:40:00,10:50:00,0,NONE,1H 10M,1883780.0
8195,191,BOOKING.COM,2023-08-19,CGK,YIA,GA,GA212,BUSINESS,14:45:00,16:05:00,0,NONE,1H 20M,6463060.0
8196,191,BOOKING.COM,2023-08-19,CGK,YIA,GA,GA206,BUSINESS,18:55:00,20:15:00,0,NONE,1H 20M,4686490.0
8197,191,BOOKING.COM,2023-08-19,CGK,YIA,ID,ID6344,BUSINESS,11:00:00,12:10:00,0,NONE,1H 10M,2818020.0
8198,191,BOOKING.COM,2023-08-19,CGK,YIA,ID,ID6368,BUSINESS,06:00:00,07:10:00,0,NONE,1H 10M,1883780.0
8199,191,BOOKING.COM,2023-08-19,CGK,YIA,GA,GA204,BUSINESS,07:55:00,09:15:00,0,NONE,1H 20M,6463060.0
