JOB_ID,PLATFORM,DATE,DEPARTURE_AIRPORT,DESTINATION_AIRPORT,FLIGHT_CODE,CABIN_CLASS,DEPARTURE_TIME,ARRIVAL_TIME,TRANSIT,TRANSIT_INFO,FLIGHT_DURATION,RATES
1,BOOKING.COM,2023-09-01,SIN,CGK,ID7156,ID7156,14:25:00,15:10:00,0,NONE,1H 45M,1503647.42
1,BOOKING.COM,2023-09-01,SIN,CGK,ID7154,ID7154,11:25:00,12:15:00,0,NONE,1H 50M,1503647.42
1,BOOKING.COM,2023-09-01,SIN,CGK,TR274,TR274,08:15:00,09:00:00,0,NONE,1H 45M,1457142.86
1,BOOKING.COM,2023-09-01,SIN,CGK,ID7150,ID7150,17:30:00,18:20:00,0,NONE,1H 50M,1503647.42
1,BOOKING.COM,2023-09-01,SIN,CGK,QZ265,QZ265,14:25:00,15:10:00,0,NONE,1H 45M,1364133.74
1,BOOKING.COM,2023-09-01,SIN,CGK,QZ275,QZ275,23:50:00,00:50:00,0,NONE,2H 00M,1178115.5
1,BOOKING.COM,2023-09-01,SIN,CGK,ID7158,ID7158,22:05:00,22:55:00,0,NONE,1H 50M,1503647.42
1,BOOKING.COM,2023-09-01,SIN,CGK,QZ269,QZ269,22:00:00,23:00:00,0,NONE,2H 00M,1178115.5
1,BOOKING.COM,2023-09-01,SIN,CGK,TR276,TR276,10:20:00,11:05:00,0,NONE,1H 45M,1705167.17
1,BOOKING.COM,2023-09-01,SIN,CGK,QZ261,QZ261,19:35:00,20:20:00,0,NONE,1H 45M,1364133.74
1,BOOKING.COM,2023-09-01,SIN,CGK,SQ962,SQ962,16:25:00,17:10:00,0,NONE,1H 45M,4138905.78
1,BOOKING.COM,2023-09-01,SIN,CGK,SQ964,SQ964,17:20:00,18:05:00,0,NONE,1H 45M,4510942.25
1,BOOKING.COM,2023-09-01,SIN,CGK,SQ956,SQ956,09:15:00,10:10:00,0,NONE,1H 55M,4510942.25
1,BOOKING.COM,2023-09-01,SIN,CGK,GA8958,GA8958,12:30:00,13:15:00,0,NONE,1H 45M,5689057.75
1,BOOKING.COM,2023-09-01,SIN,CGK,GA8962,GA8962,16:25:00,17:10:00,0,NONE,1H 45M,6014589.67
1,BOOKING.COM,2023-09-01,SIN,CGK,GA8968,GA8968,21:55:00,22:40:00,0,NONE,1H 45M,6712158.05
1,BOOKING.COM,2023-09-01,SIN,CGK,SQ956,SQ956,17:20:00,18:05:00,0,NONE,1H 45M,6712158.05
1,BOOKING.COM,2023-09-01,SIN,CGK,GA8964,GA8964,06:20:00,07:05:00,0,NONE,1H 45M,8758358.66
