JOB_ID,PLATFORM,DEPARTURE_DATE,DEPARTURE_AIRPORT,DESTINATION_AIRPORT,MARKETING_AIRLINE,FLIGHT_CODE,CABIN_CLASS,DEPARTURE_TIME,ARRIVAL_TIME,TRANSIT,TRANSIT_INFO,FLIGHT_DURATION,RATES
59,BOOKING.COM,2023-08-09,SIN,CGK,ID,ID7156,ECONOMY,14:25:00,15:10:00,0,NONE,1H 45M,1194594.59
59,BOOKING.COM,2023-08-09,SIN,CGK,ID,ID7154,ECONOMY,11:25:00,12:15:00,0,NONE,1H 50M,1194594.59
59,BOOKING.COM,2023-08-09,SIN,CGK,ID,ID7152,ECONOMY,21:20:00,22:10:00,0,NONE,1H 50M,1194594.59
59,BOOKING.COM,2023-08-09,SIN,CGK,QZ,QZ265,ECONOMY,14:25:00,15:10:00,0,NONE,1H 45M,1072072.07
59,BOOKING.COM,2023-08-09,SIN,CGK,ID,ID7158,ECONOMY,22:05:00,22:55:00,0,NONE,1H 50M,1194594.59
59,BOOKING.COM,2023-08-09,SIN,CGK,TR,TR278,ECONOMY,18:15:00,19:10:00,0,NONE,1H 55M,1286486.49
59,BOOKING.COM,2023-08-09,SIN,CGK,ID,ID7150,ECONOMY,17:30:00,18:20:00,0,NONE,1H 50M,1286486.49
59,BOOKING.COM,2023-08-09,SIN,CGK,QZ,QZ261,ECONOMY,19:35:00,20:20:00,0,NONE,1H 45M,1072072.07
59,BOOKING.COM,2023-08-09,SIN,CGK,QZ,QZ267,ECONOMY,12:00:00,12:45:00,0,NONE,1H 45M,1179279.28
59,BOOKING.COM,2023-08-09,SIN,CGK,QZ,QZ275,ECONOMY,23:50:00,00:50:00,0,NONE,2H 00M,1072072.07
59,BOOKING.COM,2023-08-09,SIN,CGK,QZ,QZ263,ECONOMY,10:25:00,11:25:00,0,NONE,2H 00M,1179279.28
59,BOOKING.COM,2023-08-09,SIN,CGK,QZ,QZ265,ECONOMY,22:00:00,23:00:00,0,NONE,2H 00M,1072072.07
59,BOOKING.COM,2023-08-09,SIN,CGK,KL,KL837,ECONOMY,17:00:00,17:45:00,0,NONE,1H 45M,1393693.69
59,BOOKING.COM,2023-08-09,SIN,CGK,QG,QG527,ECONOMY,21:00:00,21:50:00,0,NONE,1H 50M,1562162.16
59,BOOKING.COM,2023-08-09,SIN,CGK,TR,TR276,ECONOMY,10:20:00,11:05:00,0,NONE,1H 45M,1715315.32
59,BOOKING.COM,2023-08-09,SIN,CGK,QG,QG523,ECONOMY,09:55:00,10:35:00,0,NONE,1H 40M,1776576.58
59,BOOKING.COM,2023-08-09,SIN,CGK,QZ,QZ263,ECONOMY,07:50:00,09:00:00,0,NONE,2H 10M,1546846.85
59,BOOKING.COM,2023-08-09,SIN,CGK,SQ,SQ950,ECONOMY,06:20:00,07:05:00,0,NONE,1H 45M,3001801.8
59,BOOKING.COM,2023-08-09,SIN,CGK,GA,GA837,ECONOMY,18:45:00,19:45:00,0,NONE,2H 00M,3736936.94
59,BOOKING.COM,2023-08-09,SIN,CGK,GA,GA829,ECONOMY,12:20:00,13:20:00,0,NONE,2H 00M,3736936.94
59,BOOKING.COM,2023-08-09,SIN,CGK,GA,GA835,ECONOMY,17:40:00,18:40:00,0,NONE,2H 00M,3736936.94
59,BOOKING.COM,2023-08-09,SIN,CGK,H1,H15598,ECONOMY,21:00:00,21:50:00,0,NONE,1H 50M,3537837.84
59,BOOKING.COM,2023-08-09,SIN,CGK,GA,GA833,ECONOMY,15:40:00,16:45:00,0,NONE,2H 05M,3736936.94
59,BOOKING.COM,2023-08-09,SIN,CGK,H1,H15444,ECONOMY,09:55:00,10:35:00,0,NONE,1H 40M,3537837.84
59,BOOKING.COM,2023-08-09,SIN,CGK,SQ,SQ968,ECONOMY,21:55:00,22:40:00,0,NONE,1H 45M,4058558.56
59,BOOKING.COM,2023-08-09,SIN,CGK,SQ,SQ964,ECONOMY,17:20:00,18:05:00,0,NONE,1H 45M,4058558.56
59,BOOKING.COM,2023-08-09,SIN,CGK,GA,GA823,ECONOMY,07:25:00,08:25:00,0,NONE,2H 00M,3736936.94
59,BOOKING.COM,2023-08-09,SIN,CGK,SQ,SQ958,ECONOMY,12:30:00,13:15:00,0,NONE,1H 45M,4533333.33
59,BOOKING.COM,2023-08-09,SIN,CGK,SQ,SQ956,ECONOMY,09:15:00,10:10:00,0,NONE,1H 55M,4533333.33
59,BOOKING.COM,2023-08-09,SIN,CGK,SQ,SQ962,ECONOMY,16:25:00,17:10:00,0,NONE,1H 45M,5299099.1
59,BOOKING.COM,2023-08-09,SIN,CGK,GA,GA8950,ECONOMY,06:20:00,07:05:00,0,NONE,1H 45M,6738738.74
59,BOOKING.COM,2023-08-09,SIN,CGK,GA,GA8968,ECONOMY,21:55:00,22:40:00,0,NONE,1H 45M,8806306.31
59,BOOKING.COM,2023-08-09,SIN,CGK,GA,GA8968,ECONOMY,17:20:00,18:05:00,0,NONE,1H 45M,8806306.31
59,BOOKING.COM,2023-08-09,SIN,CGK,GA,GA8964,ECONOMY,16:25:00,17:10:00,0,NONE,1H 45M,8806306.31
59,BOOKING.COM,2023-08-09,SIN,CGK,GA,GA8958,ECONOMY,12:30:00,13:15:00,0,NONE,1H 45M,8806306.31
