JOB_ID,PLATFORM,DEPARTURE_DATE,DEPARTURE_AIRPORT,DESTINATION_AIRPORT,MARKETING_AIRLINE,FLIGHT_CODE,CABIN_CLASS,DEPARTURE_TIME,ARRIVAL_TIME,TRANSIT,TRANSIT_INFO,FLIGHT_DURATION,RATES,DEPARTURE-DATE
1,BOOKING.COM,,CGK,JFK,QATAR AIRWAYS,"SQ957, SQ26",ECONOMY,11:15:00,11:10:00,1,"CGK, SIN, JFK",34H 55M,41446153.85,2023-08-09
1,BOOKING.COM,,CGK,JFK,QATAR AIRWAYS,"QR957, QR11, QR2235",ECONOMY,18:45:00,19:50:00,2,"CGK, DOH, LHR, JFK",36H 05M,36769230.77,2023-08-09
1,BOOKING.COM,,CGK,JFK,QATAR AIRWAYS,"MH5894, MH2, MH9393",ECONOMY,13:40:00,13:24:00,2,"CGK, KUL, LHR, JFK",34H 44M,37938461.54,2023-08-09
1,BOOKING.COM,,CGK,JFK,QATAR AIRWAYS,"QR957, QR9, QR2240",ECONOMY,18:45:00,22:49:00,2,"CGK, DOH, LHR, JFK",39H 04M,34769230.77,2023-08-09
1,BOOKING.COM,,CGK,JFK,QATAR AIRWAYS,"QR959, QR329, QR2646",ECONOMY,09:05:00,18:09:00,2,"CGK, DOH, LGW, JFK",44H 04M,31769230.77,2023-08-09
1,BOOKING.COM,,CGK,JFK,QATAR AIRWAYS,"QR957, QR329, QR2240",ECONOMY,18:45:00,22:49:00,2,"CGK, DOH, LGW, JFK",39H 04M,35030769.23,2023-08-09
1,BOOKING.COM,,CGK,JFK,QATAR AIRWAYS,"AF3926, AF257, AF6","PREMIUM ECONOMY, ECONOMY",15:30:00,15:45:00,2,"CGK, SIN, CDG, JFK",35H 15M,37938461.54,2023-08-09
1,BOOKING.COM,,CGK,JFK,QATAR AIRWAYS,"LH9795, LH779, LH404",ECONOMY,19:00:00,20:05:00,2,"CGK, SIN, FRA, JFK",36H 05M,37430769.23,2023-08-09
1,BOOKING.COM,,CGK,JFK,QATAR AIRWAYS,"VN630, OZ736, OZ222",ECONOMY,13:50:00,11:05:00,2,"CGK, SGN, ICN, JFK",32H 15M,40723076.92,2023-08-09
1,BOOKING.COM,,CGK,JFK,QATAR AIRWAYS,"QR959, QR9, QR2235",ECONOMY,09:05:00,19:50:00,2,"CGK, DOH, LHR, JFK",45H 45M,31492307.69,2023-08-09
1,BOOKING.COM,,CGK,JFK,QATAR AIRWAYS,"QR955, QR3, QR2646",ECONOMY,01:10:00,18:09:00,2,"CGK, DOH, LHR, JFK",27H 59M,45615384.62,2023-08-09
1,BOOKING.COM,,CGK,JFK,QATAR AIRWAYS,"GA822, OZ752, OZ222",ECONOMY,18:40:00,11:05:00,2,"CGK, SIN, ICN, JFK",27H 25M,46323076.92,2023-08-09
1,BOOKING.COM,,CGK,JFK,QATAR AIRWAYS,"GA822, OZ6782, OZ222",ECONOMY,18:40:00,11:05:00,2,"CGK, SIN, ICN, JFK",27H 25M,46323076.92,2023-08-09
1,BOOKING.COM,,CGK,JFK,QATAR AIRWAYS,"CX798, CX840","PREMIUM ECONOMY, ECONOMY",00:05:00,20:25:00,1,"CGK, HKG, JFK",31H 20M,46446153.85,2023-08-09
1,BOOKING.COM,,CGK,JFK,QATAR AIRWAYS,"HY542, HY271, HY7281",ECONOMY,21:00:00,17:50:00,2,"CGK, TAS, IST, JFK",31H 50M,41677677.22,2023-08-09
1,BOOKING.COM,,CGK,JFK,QATAR AIRWAYS,"QR959, QR329, QR2235",ECONOMY,09:05:00,19:50:00,2,"CGK, DOH, LGW, JFK",45H 45M,31769230.77,2023-08-09
1,BOOKING.COM,,CGK,JFK,KLM,"KL838, KL2007, KL2301",ECONOMY,20:10:00,15:45:00,2,"CGK, AMS, CDG, JFK",30H 35M,45784615.38,2023-08-09
1,BOOKING.COM,,CGK,JFK,KLM,"QR959, QR701",ECONOMY,09:05:00,15:20:00,1,"CGK, DOH, JFK",41H 15M,40615384.62,2023-08-09
1,BOOKING.COM,,CGK,JFK,KLM,"QR955, QR9, QR2233",ECONOMY,01:10:00,13:24:00,2,"CGK, DOH, LHR, JFK",47H 14M,33215384.62,2023-08-09
1,BOOKING.COM,,CGK,JFK,KLM,"CX798, CX844",ECONOMY,00:05:00,06:00:00,1,"CGK, HKG, JFK",40H 55M,40892307.69,2023-08-09
1,BOOKING.COM,,CGK,JFK,KLM,"GA836, OZ752, OZ222",ECONOMY,15:30:00,11:05:00,2,"CGK, SIN, ICN, JFK",30H 35M,46323076.92,2023-08-09
1,BOOKING.COM,,CGK,JFK,KLM,"GA836, OZ6782, OZ222",ECONOMY,15:30:00,11:05:00,2,"CGK, SIN, ICN, JFK",30H 35M,46323076.92,2023-08-09
1,BOOKING.COM,,CGK,JFK,KLM,"MH722, MH4, MH9479",ECONOMY,18:25:00,22:49:00,2,"CGK, KUL, LHR, JFK",39H 24M,38338461.54,2023-08-09
1,BOOKING.COM,,CGK,JFK,KLM,"AA8153, AA121",BUSINESS,09:05:00,08:50:00,1,"CGK, DOH, JFK",34H 45M,46613122.17,2023-08-09
1,BOOKING.COM,,CGK,JFK,KLM,"QR959, QR11, QR2240",ECONOMY,09:05:00,22:49:00,2,"CGK, DOH, LHR, JFK",48H 44M,32784615.38,2023-08-09
1,BOOKING.COM,,CGK,JFK,KLM,"SQ951, SQ26",ECONOMY,05:25:00,11:10:00,1,"CGK, SIN, JFK",40H 45M,41446153.85,2023-08-09
1,BOOKING.COM,,CGK,JFK,KLM,"KL4067, KL838, KL641",ECONOMY,18:40:00,15:25:00,2,"CGK, SIN, AMS, JFK",31H 45M,45307692.31,2023-08-09
1,BOOKING.COM,,CGK,JFK,KLM,"TK57, TK3",BUSINESS,21:00:00,11:20:00,1,"CGK, IST, JFK",25H 20M,59323076.92,2023-08-09
1,BOOKING.COM,,CGK,JFK,KLM,"NH836, NH6826, AC8898",ECONOMY,06:20:00,20:01:00,2,"CGK, NRT, YUL, JFK",24H 41M,54769230.77,2023-08-09
1,BOOKING.COM,,CGK,JFK,KLM,"AF3926, AF257, AF16","PREMIUM ECONOMY, ECONOMY",15:30:00,20:45:00,2,"CGK, SIN, CDG, JFK",40H 15M,38107692.31,2023-08-09
1,BOOKING.COM,,CGK,JFK,KLM,"NH836, UA838, AS20","PREMIUM ECONOMY, ECONOMY",06:20:00,22:59:00,2,"CGK, NRT, SFO, JFK",27H 39M,50660784.31,2023-08-09
1,BOOKING.COM,,CGK,JFK,AIR FRANCE,"AF8500, AF8233, AF10",ECONOMY,20:10:00,18:40:00,2,"CGK, AMS, CDG, JFK",33H 30M,45800000.0,2023-08-09
1,BOOKING.COM,,CGK,JFK,AIR FRANCE,"AF8500, AF1341, AF10",ECONOMY,20:10:00,18:40:00,2,"CGK, AMS, CDG, JFK",33H 30M,45800000.0,2023-08-09
1,BOOKING.COM,,CGK,JFK,AIR FRANCE,"QR959, QR327, QR2240",ECONOMY,09:05:00,22:49:00,2,"CGK, DOH, LGW, JFK",48H 44M,34723076.92,2023-08-09
1,BOOKING.COM,,CGK,JFK,AIR FRANCE,"QR955, QR9, QR2646",ECONOMY,01:10:00,18:09:00,2,"CGK, DOH, LHR, JFK",51H 59M,33215384.62,2023-08-09
1,BOOKING.COM,,CGK,JFK,AIR FRANCE,"VN630, CX764, CX844",ECONOMY,13:50:00,06:00:00,2,"CGK, SGN, HKG, JFK",27H 10M,54169230.77,2023-08-09
1,BOOKING.COM,,CGK,JFK,AIR FRANCE,"QR955, QR329, QR2646",ECONOMY,01:10:00,18:09:00,2,"CGK, DOH, LGW, JFK",51H 59M,33476923.08,2023-08-09
1,BOOKING.COM,,CGK,JFK,AIR FRANCE,"NH836, NH6812, AC8556",ECONOMY,06:20:00,22:00:00,2,"CGK, NRT, YYZ, JFK",26H 40M,55323076.92,2023-08-09
1,BOOKING.COM,,CGK,JFK,AIR FRANCE,"KL4038, KL838, KL641",ECONOMY,15:30:00,15:25:00,2,"CGK, SIN, AMS, JFK",34H 55M,45307692.31,2023-08-09
1,BOOKING.COM,,CGK,JFK,AIR FRANCE,"QR955, QR9, QR2235",ECONOMY,01:10:00,19:50:00,2,"CGK, DOH, LHR, JFK",53H 40M,33215384.62,2023-08-09
1,BOOKING.COM,,CGK,JFK,AIR FRANCE,"KL4067, KL838, KL643",ECONOMY,18:40:00,19:15:00,2,"CGK, SIN, AMS, JFK",35H 35M,45307692.31,2023-08-09
1,BOOKING.COM,,CGK,JFK,AIR FRANCE,"QR955, QR329, QR2235",ECONOMY,01:10:00,19:50:00,2,"CGK, DOH, LGW, JFK",53H 40M,33476923.08,2023-08-09
1,BOOKING.COM,,CGK,JFK,AIR FRANCE,"KL838, KL2009, KL2000",ECONOMY,20:10:00,20:45:00,2,"CGK, AMS, CDG, JFK",35H 35M,45784615.38,2023-08-09
1,BOOKING.COM,,CGK,JFK,AIR FRANCE,"KL838, KL2013, KL2000",ECONOMY,20:10:00,20:45:00,2,"CGK, AMS, CDG, JFK",35H 35M,45784615.38,2023-08-09
1,BOOKING.COM,,CGK,JFK,AIR FRANCE,"KL838, KL1233, KL2000",ECONOMY,20:10:00,20:45:00,2,"CGK, AMS, CDG, JFK",35H 35M,45784615.38,2023-08-09
1,BOOKING.COM,,CGK,JFK,AIR FRANCE,"KL838, KL2003, KL2000",ECONOMY,20:10:00,20:45:00,2,"CGK, AMS, CDG, JFK",35H 35M,45784615.38,2023-08-09
1,BOOKING.COM,,CGK,JFK,KLM,"KL838, KL2007, KL2000",ECONOMY,20:10:00,20:45:00,2,"CGK, AMS, CDG, JFK",35H 35M,45784615.38,2023-08-09
1,BOOKING.COM,,CGK,JFK,KLM,"AF8500, AF1641, AF16",ECONOMY,20:10:00,20:45:00,2,"CGK, AMS, CDG, JFK",35H 35M,45800000.0,2023-08-09
1,BOOKING.COM,,CGK,JFK,KLM,"AF8500, AF1741, AF16",ECONOMY,20:10:00,20:45:00,2,"CGK, AMS, CDG, JFK",35H 35M,45800000.0,2023-08-09
