JOB_ID,PLATFORM,DATE,DEPARTURE_AIRPORT,DESTINATION_AIRPORT,FLIGHT_MARKETING,FLIGHT_CODE,CABIN_CLASS,DEPARTURE_TIME,ARRIVAL_TIME,TRANSIT,TRANSIT_INFO,FLIGHT_DURATION,RATES
1,BOOKING.COM,2023-08-09,CGK,JFK,KLM,"SQ965, SQ26",ECONOMY,19:00:00,11:10:00,1,"CGK, SIN, JFK",27H 10M,39056278.37
1,BOOKING.COM,2023-08-09,CGK,JFK,KLM,"LH9795, LH791, LH410",ECONOMY,19:00:00,15:00:00,2,"CGK, SIN, MUC, JFK",31H 00M,32297428.14
1,BOOKING.COM,2023-08-09,CGK,JFK,KLM,"EK7763, EK355, EK203",ECONOMY,09:40:00,08:50:00,2,"CGK, SIN, DXB, JFK",34H 10M,30029046.9
1,BOOKING.COM,2023-08-09,CGK,JFK,KLM,"EK7763, EK355, EK203",ECONOMY,14:40:00,20:35:00,1,"CGK, SIN, MUC, JFK",40H 55M,28995158.85
1,BOOKING.COM,2023-08-09,CGK,JFK,KLM,"SQ965, SQ638, CI105, CI4, AS42",ECONOMY,19:00:00,07:59:00,4,"CGK, SIN, NRT, TPE, SFO, JFK",47H 59M,19119213.31
1,BOOKING.COM,2023-08-09,CGK,JFK,KLM,"AA8153, AA8115",ECONOMY,09:05:00,15:20:00,1,"CGK, DOH, JFK",41H 15M,28979727.69
1,BOOKING.COM,2023-08-09,CGK,JFK,KLM,"AA8152, AA8133, AA4294",ECONOMY,18:45:00,19:57:00,2,"CGK, DOH, BOS, JFK",36H 12M,29026021.18
1,BOOKING.COM,2023-08-09,CGK,JFK,KLM,"GA822, LH779, LH400",ECONOMY,18:40:00,13:45:00,2,"CGK, SIN, FRA, JFK",30H 05M,33439334.34
1,BOOKING.COM,2023-08-09,CGK,JFK,"Singapore Airlines, China Airlines","SQ965, SQ638, CI105, CI4, AS38",ECONOMY,19:00:00,07:00:00,4,"CGK, SIN, NRT, TPE, SFO, JFK",47H 00M,19597579.43
1,BOOKING.COM,2023-08-09,CGK,JFK,"Singapore Airlines, China Airlines","OZ762, OZ104, CI105, CI4, AS42",ECONOMY,21:50:00,07:59:00,4,"CGK, ICN, NRT, TPE, SFO, JFK",45H 09M,20230257.19
