JOB_ID,PLATFORM,DEPARTURE_DATE,DEPARTURE_AIRPORT,DESTINATION_AIRPORT,MARKETING_AIRLINE,FLIGHT_CODE,CABIN_CLASS,DEPARTURE_TIME,ARRIVAL_TIME,TRANSIT,TRANSIT_INFO,FLIGHT_DURATION,RATES
1,BOOKING.COM,2023-08-09,BDO,CGK,"SUPER AIR JET, TRANSNUSA AVIATION","IU786, 8B5113",ECONOMY,14:40:00,19:35:00,1,"BDO, DPS, CGK",4H 55M,1953846.15
1,BOOKING.COM,2023-08-09,BDO,CGK,"SUPER AIR JET, TRANSNUSA AVIATION","QG825, 8B5109",ECONOMY,13:30:00,19:10:00,1,"BDO, DPS, CGK",5H 40M,2215384.62
1,BOOKING.COM,2023-08-09,BDO,CGK,"SUPER AIR JET, TRANSNUSA AVIATION","QG825, 8B5113",ECONOMY,13:30:00,19:35:00,1,"BDO, DPS, CGK",6H 05M,2123076.92
1,BOOKING.COM,2023-08-09,BDO,CGK,"SUPER AIR JET, TRANSNUSA AVIATION","IU786, QZ7515",ECONOMY,14:40:00,19:40:00,1,"BDO, DPS, CGK",5H 00M,1938461.54
1,BOOKING.COM,2023-08-09,BDO,CGK,"SUPER AIR JET, TRANSNUSA AVIATION","IU784, QZ7521",ECONOMY,08:30:00,13:35:00,1,"BDO, DPS, CGK",5H 05M,2323076.92
1,BOOKING.COM,2023-08-09,BDO,CGK,"WINGS AIR, LION AIRLINES","IW1812, JT697",ECONOMY,07:00:00,12:45:00,1,"BDO, SUB, CGK",5H 45M,3784615.38
1,BOOKING.COM,2023-08-09,BDO,CGK,"WINGS AIR, LION AIRLINES","IU786, QZ7511",ECONOMY,14:40:00,09:05:00,1,"BDO, DPS, CGK",18H 25M,1938461.54
1,BOOKING.COM,2023-08-09,BDO,CGK,"WINGS AIR, LION AIRLINES","IU786, 8B5107",ECONOMY,14:40:00,14:40:00,1,"BDO, DPS, CGK",24H 00M,2046153.85
1,BOOKING.COM,2023-08-09,BDO,CGK,"WINGS AIR, LION AIRLINES","QG825, 8B5119",ECONOMY,13:30:00,22:55:00,1,"BDO, DPS, CGK",9H 25M,2123076.92
1,BOOKING.COM,2023-08-09,BDO,CGK,"WINGS AIR, LION AIRLINES","IU784, QZ7531",ECONOMY,08:30:00,16:05:00,1,"BDO, DPS, CGK",7H 35M,2400000.0
