JOB_ID,PLATFORM,DATE,DEPARTURE_AIRPORT,DESTINATION_AIRPORT,FLIGHT_CODE,CABIN_CLASS,DEPARTURE_TIME,ARRIVAL_TIME,TRANSIT,TRANSIT_INFO,FLIGHT_DURATION,RATES
1,BOOKING.COM,2023-09-01,SIN,CGK,QZ269,QZ269,22:00:00,23:00:00,0,NONE,2H 00M,1172768.53
1,BOOKING.COM,2023-09-01,SIN,CGK,QZ275,QZ275,23:50:00,00:50:00,0,NONE,2H 00M,1172768.53
1,BOOKING.COM,2023-09-01,SIN,CGK,QZ265,QZ265,14:25:00,15:10:00,0,NONE,1H 45M,1357942.51
1,BOOKING.COM,2023-09-01,SIN,CGK,QZ261,QZ261,19:35:00,20:20:00,0,NONE,1H 45M,1357942.51
1,BOOKING.COM,2023-09-01,SIN,CGK,TR274,TR274,08:15:00,09:00:00,0,NONE,1H 45M,1450529.5
1,BOOKING.COM,2023-09-01,SIN,CGK,ID7156,ID7156,14:25:00,15:10:00,0,NONE,1H 45M,1496823.0
1,BOOKING.COM,2023-09-01,SIN,CGK,ID7156,ID7156,12:00:00,12:45:00,0,NONE,1H 45M,1512254.16
1,BOOKING.COM,2023-09-01,SIN,CGK,QZ269,QZ269,20:00:00,20:50:00,0,NONE,1H 50M,1882602.12
1,BOOKING.COM,2023-09-01,SIN,CGK,3K201,3K201,07:50:00,09:00:00,0,NONE,2H 10M,1913464.45
1,BOOKING.COM,2023-09-01,SIN,CGK,3K203,3K203,13:40:00,14:45:00,0,NONE,2H 05M,2083207.26
1,BOOKING.COM,2023-09-01,SIN,CGK,QZ267,QZ267,20:00:00,21:05:00,0,NONE,2H 05M,2360968.23
1,BOOKING.COM,2023-09-01,SIN,CGK,GA823,GA823,07:25:00,08:25:00,0,NONE,2H 00M,2715885.02
1,BOOKING.COM,2023-09-01,SIN,CGK,H15444,H15444,09:55:00,10:35:00,0,NONE,1H 40M,3518305.6
1,BOOKING.COM,2023-09-01,SIN,CGK,H15444,H15444,06:20:00,07:05:00,0,NONE,1H 45M,3580030.26
1,BOOKING.COM,2023-09-01,SIN,CGK,SQ958,SQ958,12:30:00,13:15:00,0,NONE,1H 45M,3580030.26
1,BOOKING.COM,2023-09-01,SIN,CGK,H15598,H15598,20:00:00,20:50:00,0,NONE,1H 50M,3518305.6
1,BOOKING.COM,2023-09-01,SIN,CGK,GA829,GA829,12:20:00,13:15:00,0,NONE,1H 55M,3703479.58
1,BOOKING.COM,2023-09-01,SIN,CGK,GA835,GA835,17:40:00,18:40:00,0,NONE,2H 00M,3703479.58
1,BOOKING.COM,2023-09-01,SIN,CGK,GA837,GA837,18:45:00,19:45:00,0,NONE,2H 00M,3703479.58
1,BOOKING.COM,2023-09-01,SIN,CGK,GA839,GA839,20:20:00,21:20:00,0,NONE,2H 00M,3703479.58
1,BOOKING.COM,2023-09-01,SIN,CGK,SQ962,SQ962,16:25:00,17:10:00,0,NONE,1H 45M,4120121.03
1,BOOKING.COM,2023-09-01,SIN,CGK,SQ968,SQ968,21:55:00,22:40:00,0,NONE,1H 45M,4120121.03
1,BOOKING.COM,2023-09-01,SIN,CGK,GA833,GA833,15:40:00,16:45:00,0,NONE,2H 05M,3703479.58
1,BOOKING.COM,2023-09-01,SIN,CGK,SQ964,SQ964,17:20:00,18:05:00,0,NONE,1H 45M,4490468.99
1,BOOKING.COM,2023-09-01,SIN,CGK,SQ956,SQ956,09:15:00,10:10:00,0,NONE,1H 55M,4490468.99
1,BOOKING.COM,2023-09-01,SIN,CGK,SQ962,SQ962,12:30:00,13:15:00,0,NONE,1H 45M,5663237.52
1,BOOKING.COM,2023-09-01,SIN,CGK,GA8962,GA8962,16:25:00,17:10:00,0,NONE,1H 45M,5987291.98
1,BOOKING.COM,2023-09-01,SIN,CGK,GA8964,GA8964,17:20:00,18:05:00,0,NONE,1H 45M,6681694.4
1,BOOKING.COM,2023-09-01,SIN,CGK,GA8968,GA8968,21:55:00,22:40:00,0,NONE,1H 45M,6681694.4
1,BOOKING.COM,2023-09-01,SIN,CGK,GA8950,GA8950,06:20:00,07:05:00,0,NONE,1H 45M,8718608.17
