JOB_ID,PLATFORM,DATE,DEPARTURE_AIRPORT,DESTINATION_AIRPORT,FLIGHT_CODE,CABIN_CLASS,DEPARTURE_TIME,ARRIVAL_TIME,TRANSIT,TRANSIT_INFO,FLIGHT_DURATION,RATES
1,BOOKING.COM,2023-08-09,BDO,CGK,"IU784, IU753",ECONOMY,08:30:00,15:05:00,1,"BDO, DPS, CGK",6H 35M,2061702.13
1,BOOKING.COM,2023-08-09,BDO,CGK,"IU784, QZ7521",ECONOMY,08:30:00,13:35:00,1,"BDO, DPS, CGK",5H 05M,2154711.25
1,BOOKING.COM,2023-08-09,BDO,CGK,"IU784, 8B5109",ECONOMY,08:30:00,19:10:00,1,"BDO, DPS, CGK",10H 40M,1844680.85
1,BOOKING.COM,2023-08-09,BDO,CGK,"IW1812, JT697",ECONOMY,07:00:00,12:45:00,1,"BDO, SUB, CGK",5H 45M,3580851.06
1,BOOKING.COM,2023-08-09,BDO,CGK,"IU784, IU743",ECONOMY,08:30:00,17:05:00,1,"BDO, DPS, CGK",8H 35M,2216717.33
1,BOOKING.COM,2023-08-09,BDO,CGK,"IU784, QZ7531",ECONOMY,08:30:00,16:05:00,1,"BDO, DPS, CGK",7H 35M,2232218.84
1,BOOKING.COM,2023-08-09,BDO,CGK,"IU784, IU731",ECONOMY,08:30:00,09:00:00,1,"BDO, DPS, CGK",24H 30M,1906686.93
1,BOOKING.COM,2023-08-09,BDO,CGK,"IU784, 8B5119",ECONOMY,08:30:00,22:55:00,1,"BDO, DPS, CGK",14H 25M,1844680.85
1,BOOKING.COM,2023-08-09,BDO,CGK,"IW1812, JT749",ECONOMY,07:00:00,15:50:00,1,"BDO, SUB, CGK",8H 50M,3627355.62
1,BOOKING.COM,2023-08-09,BDO,CGK,"IU784, QZ7515",ECONOMY,08:30:00,19:40:00,1,"BDO, DPS, CGK",11H 10M,1937689.97
1,BOOKING.COM,2023-08-09,BDO,CGK,"IW1812, IU343",ECONOMY,07:00:00,17:30:00,1,"BDO, SUB, CGK",10H 30M,3394832.83
1,BOOKING.COM,2023-08-09,BDO,CGK,"IW1812, IU341",ECONOMY,07:00:00,18:30:00,1,"BDO, SUB, CGK",11H 30M,3410334.35
1,BOOKING.COM,2023-08-09,BDO,CGK,"IU784, QZ7513",ECONOMY,08:30:00,21:25:00,1,"BDO, DPS, CGK",12H 55M,1937689.97
1,BOOKING.COM,2023-08-09,BDO,CGK,"IW1812, JT581",ECONOMY,07:00:00,19:10:00,1,"BDO, SUB, CGK",12H 10M,3410334.35
